client_id,country,product_id
12356,Portugal,22423
12356,Portugal,21843
12356,Portugal,84991
12356,Portugal,84378
12356,Portugal,22062
12356,Portugal,22055
12356,Portugal,21124
12356,Portugal,37450
12356,Portugal,85184C
12356,Portugal,20971
12356,Portugal,22699
12357,Switzerland,22029
12357,Switzerland,22819
12357,Switzerland,23197
12357,Switzerland,71403
12357,Switzerland,23184
12357,Switzerland,22984
12357,Switzerland,21844
12357,Switzerland,23493
12357,Switzerland,21506
12357,Switzerland,21508
12357,Switzerland,22071
12358,Austria,15056P
12358,Austria,POST
12358,Austria,22059
12358,Austria,15056BL
12358,Austria,15056N
12358,Austria,20679
12358,Austria,22063
12358,Austria,48185
12358,Austria,22646
12358,Austria,37447
12358,Austria,37449
12359,Cyprus,22423
12359,Cyprus,22699
12359,Cyprus,23245
12359,Cyprus,22720
12359,Cyprus,82484
12359,Cyprus,22666
12359,Cyprus,22797
12359,Cyprus,23175
12359,Cyprus,22652
12359,Cyprus,23171
12359,Cyprus,22655
12360,Austria,POST
12360,Austria,21559
12360,Austria,22328
12360,Austria,22326
12360,Austria,23008
12360,Austria,20676
12360,Austria,22352
12360,Austria,20677
12360,Austria,21242
12360,Austria,22554
12360,Austria,21558
12361,Belgium,22555
12361,Belgium,20725
12361,Belgium,22629
12361,Belgium,22631
12361,Belgium,22630
12361,Belgium,20726
12361,Belgium,POST
12361,Belgium,22382
12361,Belgium,22328
12361,Belgium,22326
12362,Belgium,POST
12362,Belgium,22629
12362,Belgium,22630
12362,Belgium,22326
12362,Belgium,22659
12362,Belgium,22328
12362,Belgium,22554
12362,Belgium,20750
12362,Belgium,22352
12362,Belgium,22727
12362,Belgium,22662
12363,Unspecified,21212
12363,Unspecified,21123
12363,Unspecified,22952
12363,Unspecified,21210
12363,Unspecified,21121
12363,Unspecified,21213
12363,Unspecified,48116
12363,Unspecified,23236
12363,Unspecified,21211
12363,Unspecified,20685
12363,Unspecified,21976
12364,Belgium,POST
12364,Belgium,21207
12364,Belgium,21989
12364,Belgium,23310
12364,Belgium,21080
12364,Belgium,21086
12364,Belgium,21987
12364,Belgium,21988
12364,Belgium,22908
12364,Belgium,22613
12364,Belgium,22992
12365,Cyprus,M
12365,Cyprus,22585
12365,Cyprus,21106
12365,Cyprus,21358
12365,Cyprus,22915
12365,Cyprus,22697
12365,Cyprus,22478
12365,Cyprus,84987
12365,Cyprus,21107
12365,Cyprus,22423
12365,Cyprus,22699
12367,Denmark,22045
12367,Denmark,21579
12367,Denmark,21576
12367,Denmark,22629
12367,Denmark,16237
12367,Denmark,22631
12367,Denmark,21770
12367,Denmark,85227
12367,Denmark,22708
12367,Denmark,POST
12367,Denmark,22630
12370,Cyprus,22568
12370,Cyprus,18097C
12370,Cyprus,20970
12370,Cyprus,22749
12370,Cyprus,20969
12370,Cyprus,22784
12370,Cyprus,22465
12370,Cyprus,22274
12370,Cyprus,22569
12370,Cyprus,22780
12370,Cyprus,85123A
12371,Switzerland,22113
12371,Switzerland,84029G
12371,Switzerland,72819
12371,Switzerland,23156
12371,Switzerland,22314
12371,Switzerland,21615
12371,Switzerland,85034A
12371,Switzerland,22866
12371,Switzerland,22423
12371,Switzerland,22181
12371,Switzerland,23159
12372,Denmark,22629
12372,Denmark,POST
12372,Denmark,22326
12372,Denmark,22556
12372,Denmark,22630
12372,Denmark,22550
12372,Denmark,22631
12372,Denmark,22374
12372,Denmark,22551
12372,Denmark,22328
12372,Denmark,22555
12373,Austria,20713
12373,Austria,20712
12373,Austria,20719
12373,Austria,20726
12373,Austria,21481
12373,Austria,20728
12373,Austria,22553
12373,Austria,21931
12373,Austria,85099B
12373,Austria,20724
12373,Austria,POST
12374,Austria,22408
12374,Austria,21485
12374,Austria,21106
12374,Austria,23320
12374,Austria,22442
12374,Austria,22733
12374,Austria,22810
12374,Austria,22144
12374,Austria,22644
12374,Austria,22114
12374,Austria,21108
12375,Finland,23200
12375,Finland,POST
12375,Finland,85099C
12375,Finland,23203
12375,Finland,20713
12375,Finland,21929
12375,Finland,20712
12375,Finland,20719
12375,Finland,20749
12375,Finland,21930
12375,Finland,84997C
12377,Switzerland,22544
12377,Switzerland,22539
12377,Switzerland,22037
12377,Switzerland,22540
12377,Switzerland,22029
12377,Switzerland,22112
12377,Switzerland,22300
12377,Switzerland,85206A
12377,Switzerland,20662
12377,Switzerland,22301
12377,Switzerland,21721
12378,Switzerland,22434
12378,Switzerland,84568
12378,Switzerland,84912A
12378,Switzerland,21672
12378,Switzerland,22728
12378,Switzerland,23550
12378,Switzerland,23311
12378,Switzerland,23268
12378,Switzerland,21668
12378,Switzerland,22271
12378,Switzerland,22430
12379,Belgium,22659
12379,Belgium,POST
12379,Belgium,21212
12379,Belgium,22619
12379,Belgium,20676
12379,Belgium,84997B
12379,Belgium,23199
12379,Belgium,23206
12379,Belgium,22555
12379,Belgium,20728
12379,Belgium,22352
12380,Belgium,POST
12380,Belgium,22628
12380,Belgium,20726
12380,Belgium,22326
12380,Belgium,20685
12380,Belgium,85099B
12380,Belgium,23256
12380,Belgium,22386
12380,Belgium,22382
12380,Belgium,22960
12380,Belgium,21931
12381,Norway,POST
12381,Norway,22423
12381,Norway,22720
12381,Norway,84380
12381,Norway,85159B
12381,Norway,21791
12381,Norway,23243
12381,Norway,23293
12381,Norway,22807
12381,Norway,22941
12381,Norway,22964
12383,Belgium,POST
12383,Belgium,22487
12383,Belgium,84997B
12383,Belgium,22540
12383,Belgium,22492
12383,Belgium,22489
12383,Belgium,84997D
12383,Belgium,21218
12383,Belgium,22760
12383,Belgium,22544
12383,Belgium,21242
12384,Switzerland,23295
12384,Switzerland,23173
12384,Switzerland,POST
12384,Switzerland,84279P
12384,Switzerland,21892
12384,Switzerland,23245
12384,Switzerland,22252
12384,Switzerland,15056BL
12384,Switzerland,23084
12384,Switzerland,22423
12384,Switzerland,20685
12386,Australia,22555
12386,Australia,22953
12386,Australia,22495
12386,Australia,22557
12386,Australia,21422
12386,Australia,22915
12386,Australia,22926
12386,Australia,21421
12386,Australia,22567
12386,Australia,21906
12388,Australia,47566
12388,Australia,47590B
12388,Australia,22720
12388,Australia,84978
12388,Australia,22310
12388,Australia,22262
12388,Australia,22086
12388,Australia,22910
12388,Australia,84970L
12388,Australia,22669
12388,Australia,47590A
12390,Belgium,22551
12390,Belgium,22634
12390,Belgium,16161U
12390,Belgium,22635
12390,Belgium,21080
12390,Belgium,21086
12390,Belgium,22745
12390,Belgium,23128
12390,Belgium,23255
12390,Belgium,22555
12390,Belgium,21094
12391,Cyprus,23048
12391,Cyprus,20985
12391,Cyprus,22144
12391,Cyprus,84580
12391,Cyprus,22270
12391,Cyprus,23156
12391,Cyprus,22435
12391,Cyprus,84199
12391,Cyprus,21446
12391,Cyprus,22208
12391,Cyprus,37475
12393,Australia,20726
12393,Australia,20725
12393,Australia,23389
12393,Australia,22380
12393,Australia,22382
12393,Australia,22379
12393,Australia,84997B
12393,Australia,22383
12393,Australia,22449
12393,Australia,22619
12393,Australia,22384
12394,Belgium,POST
12394,Belgium,21244
12394,Belgium,20675
12394,Belgium,22631
12394,Belgium,23255
12394,Belgium,22555
12394,Belgium,21452
12394,Belgium,22630
12394,Belgium,23295
12394,Belgium,21245
12394,Belgium,23245
12395,Belgium,POST
12395,Belgium,22326
12395,Belgium,20719
12395,Belgium,21559
12395,Belgium,22661
12395,Belgium,22630
12395,Belgium,22727
12395,Belgium,22356
12395,Belgium,22740
12395,Belgium,22355
12395,Belgium,22629
12397,Belgium,23291
12397,Belgium,22726
12397,Belgium,23289
12397,Belgium,23243
12397,Belgium,21055
12397,Belgium,POST
12397,Belgium,23209
12397,Belgium,22423
12397,Belgium,21452
12397,Belgium,22630
12397,Belgium,23292
12398,Switzerland,22551
12398,Switzerland,21668
12398,Switzerland,22892
12398,Switzerland,22805
12398,Switzerland,21975
12398,Switzerland,23515
12398,Switzerland,22969
12398,Switzerland,23199
12398,Switzerland,20718
12398,Switzerland,84997D
12398,Switzerland,22530
12399,Belgium,POST
12399,Belgium,20725
12399,Belgium,21212
12399,Belgium,21936
12399,Belgium,21915
12399,Belgium,21975
12399,Belgium,21976
12399,Belgium,21914
12399,Belgium,22417
12399,Belgium,22440
12399,Belgium,22492
12401,Belgium,21843
12401,Belgium,POST
12401,Belgium,84279B
12401,Belgium,22423
12401,Belgium,15056BL
12402,Belgium,22957
12402,Belgium,22859
12402,Belgium,22432
12402,Belgium,20712
12402,Belgium,22663
12402,Belgium,21928
12402,Belgium,22630
12402,Belgium,21929
12402,Belgium,POST
12402,Belgium,85099F
12402,Belgium,22326
12403,Denmark,POST
12403,Denmark,21770
12403,Denmark,84997A
12403,Denmark,84997D
12403,Denmark,84997C
12405,Finland,22556
12405,Finland,22614
12405,Finland,22317
12405,Finland,21156
12405,Finland,84991
12405,Finland,21395
12405,Finland,22325
12405,Finland,20977
12405,Finland,21380
12405,Finland,35810A
12405,Finland,21975
12406,Denmark,22311
12406,Denmark,84997C
12406,Denmark,22964
12406,Denmark,22849
12406,Denmark,23256
12406,Denmark,22848
12406,Denmark,23084
12406,Denmark,22846
12406,Denmark,21544
12406,Denmark,22620
12406,Denmark,84997A
12407,Belgium,POST
12407,Belgium,22951
12407,Belgium,23077
12407,Belgium,84536B
12407,Belgium,23159
12407,Belgium,47559B
12407,Belgium,37448
12407,Belgium,22417
12407,Belgium,22644
12407,Belgium,22851
12407,Belgium,21975
12408,Belgium,POST
12408,Belgium,22328
12408,Belgium,22727
12408,Belgium,22666
12408,Belgium,22630
12408,Belgium,22725
12408,Belgium,22303
12408,Belgium,22629
12408,Belgium,23241
12408,Belgium,20719
12408,Belgium,20723
12409,Switzerland,23298
12409,Switzerland,23165
12409,Switzerland,22423
12409,Switzerland,20719
12409,Switzerland,23166
12409,Switzerland,20675
12409,Switzerland,22558
12409,Switzerland,23008
12409,Switzerland,23007
12409,Switzerland,21770
12409,Switzerland,22784
12410,Switzerland,22626
12410,Switzerland,21218
12410,Switzerland,22625
12410,Switzerland,22914
12410,Switzerland,21916
12410,Switzerland,20750
12410,Switzerland,22624
12410,Switzerland,22423
12410,Switzerland,22243
12410,Switzerland,22192
12410,Switzerland,84988
12412,Denmark,POST
12412,Denmark,22027
12412,Denmark,21563
12412,Denmark,23290
12412,Denmark,22629
12412,Denmark,84077
12412,Denmark,21479
12412,Denmark,22630
12412,Denmark,23289
12412,Denmark,23256
12412,Denmark,23254
12413,France,POST
12413,France,85099B
12413,France,85014A
12413,France,20724
12413,France,21936
12413,France,22356
12413,France,22326
12413,France,22634
12413,France,22138
12413,France,22418
12413,France,23051
12414,Austria,POST
12414,Austria,22556
12414,Austria,22128
12414,Austria,20975
12414,Austria,20974
12414,Austria,17003
12414,Austria,21977
12414,Austria,47599A
12414,Austria,47566B
12414,Austria,47590A
12414,Austria,21172
12415,Australia,22629
12415,Australia,22720
12415,Australia,22699
12415,Australia,22492
12415,Australia,22630
12415,Australia,23206
12415,Australia,20979
12415,Australia,22969
12415,Australia,22698
12415,Australia,21843
12415,Australia,22423
12417,Belgium,POST
12417,Belgium,22666
12417,Belgium,22624
12417,Belgium,22423
12417,Belgium,22915
12417,Belgium,23170
12417,Belgium,22845
12417,Belgium,23007
12417,Belgium,23231
12417,Belgium,21318
12417,Belgium,16161P
12418,Switzerland,22636
12418,Switzerland,22045
12418,Switzerland,22544
12418,Switzerland,22539
12418,Switzerland,23229
12418,Switzerland,22691
12418,Switzerland,84077
12418,Switzerland,22440
12418,Switzerland,22971
12418,Switzerland,21791
12418,Switzerland,21524
12420,Cyprus,22500
12420,Cyprus,22055
12420,Cyprus,20749
12420,Cyprus,22890
12420,Cyprus,20750
12420,Cyprus,22423
12420,Cyprus,85232D
12420,Cyprus,22061
12420,Cyprus,22138
12420,Cyprus,22446
12420,Cyprus,23244
12421,Spain,POST
12421,Spain,47567B
12421,Spain,21519
12421,Spain,37495
12421,Spain,21232
12421,Spain,22026
12421,Spain,22066
12421,Spain,22646
12421,Spain,21520
12421,Spain,21108
12421,Spain,23267
12422,Australia,21693
12422,Australia,21937
12422,Australia,22273
12422,Australia,20728
12422,Australia,23206
12422,Australia,20713
12422,Australia,22379
12422,Australia,21723
12422,Australia,21694
12422,Australia,22960
12422,Australia,21944
12423,Belgium,POST
12423,Belgium,20724
12423,Belgium,22326
12423,Belgium,22328
12423,Belgium,23084
12423,Belgium,23204
12423,Belgium,22303
12423,Belgium,22352
12423,Belgium,79190B
12423,Belgium,22859
12423,Belgium,22252
12424,Australia,47566
12424,Australia,21791
12424,Australia,22222
12424,Australia,22583
12424,Australia,22812
12424,Australia,23298
12424,Australia,22739
12424,Australia,22617
12424,Australia,84380
12424,Australia,23101
12424,Australia,22584
12425,Portugal,21212
12425,Portugal,20725
12425,Portugal,20728
12425,Portugal,20914
12425,Portugal,23245
12425,Portugal,22329
12425,Portugal,23077
12425,Portugal,21154
12425,Portugal,21155
12425,Portugal,22485
12425,Portugal,22138
12426,Germany,22328
12426,Germany,20963
12426,Germany,23184
12426,Germany,16161G
12426,Germany,22631
12426,Germany,71459
12426,Germany,22365
12426,Germany,22555
12426,Germany,22849
12426,Germany,22976
12426,Germany,22363
12427,Germany,22634
12427,Germany,POST
12427,Germany,22636
12427,Germany,22300
12427,Germany,21328
12427,Germany,23348
12427,Germany,84598
12427,Germany,22367
12427,Germany,22149
12427,Germany,23298
12427,Germany,23084
12428,Finland,POST
12428,Finland,85099B
12428,Finland,22386
12428,Finland,22192
12428,Finland,21216
12428,Finland,21394
12428,Finland,23203
12428,Finland,16156S
12428,Finland,35810A
12428,Finland,84531B
12428,Finland,21527
12429,Denmark,POST
12429,Denmark,22728
12429,Denmark,22730
12429,Denmark,22727
12429,Denmark,22726
12429,Denmark,22729
12429,Denmark,82582
12429,Denmark,22960
12429,Denmark,22725
12429,Denmark,85159B
12429,Denmark,23308
12430,Norway,22585
12430,Norway,22544
12430,Norway,22622
12430,Norway,22964
12430,Norway,23144
12430,Norway,23569
12430,Norway,23145
12430,Norway,POST
12430,Norway,23480
12430,Norway,84380
12430,Norway,23122
12431,Australia,22726
12431,Australia,21731
12431,Australia,22727
12431,Australia,85014A
12431,Australia,84978
12431,Australia,48138
12431,Australia,21524
12431,Australia,22382
12431,Australia,84945
12431,Australia,22617
12431,Australia,22193
12432,Norway,22371
12432,Norway,79321
12432,Norway,21715
12432,Norway,22771
12432,Norway,POST
12432,Norway,85014A
12432,Norway,85132C
12432,Norway,23559
12432,Norway,22690
12432,Norway,22372
12432,Norway,22745
12433,Norway,22667
12433,Norway,22197
12433,Norway,22114
12433,Norway,22666
12433,Norway,82600
12433,Norway,85152
12433,Norway,21874
12433,Norway,22693
12433,Norway,22112
12433,Norway,16008
12433,Norway,23004
12434,Australia,20750
12434,Australia,22232
12434,Australia,22786
12434,Australia,20749
12434,Australia,48138
12434,Australia,47590B
12434,Australia,21922
12434,Australia,21208
12434,Australia,22379
12434,Australia,23286
12434,Australia,23395
12435,Denmark,22467
12435,Denmark,20713
12435,Denmark,21915
12435,Denmark,22624
12435,Denmark,22625
12435,Denmark,22626
12435,Denmark,21914
12435,Denmark,22727
12435,Denmark,22630
12435,Denmark,22192
12435,Denmark,22865
12436,Norway,23243
12436,Norway,23234
12436,Norway,47590A
12436,Norway,23247
12436,Norway,23309
12436,Norway,POST
12436,Norway,23308
12436,Norway,47590B
12436,Norway,22417
12436,Norway,47566
12436,Norway,22668
12437,France,POST
12437,France,22423
12437,France,21843
12437,France,21086
12437,France,22215
12437,France,22435
12437,France,22693
12437,France,21122
12437,France,21987
12437,France,21094
12437,France,21080
12438,Norway,22636
12438,Norway,21481
12438,Norway,21914
12438,Norway,22326
12438,Norway,23317
12438,Norway,22423
12438,Norway,22560
12438,Norway,21232
12438,Norway,22467
12438,Norway,23289
12438,Norway,POST
12441,France,22051
12441,France,22742
12441,France,85049A
12441,France,22710
12441,France,22052
12441,France,37495
12441,France,22744
12441,France,22910
12441,France,POST
12441,France,47566B
12441,France,22086
12442,Spain,23597
12442,Spain,21980
12442,Spain,21981
12442,Spain,21121
12442,Spain,23546
12442,Spain,21209
12442,Spain,21086
12442,Spain,22090
12442,Spain,21982
12442,Spain,21094
12442,Spain,21974
12444,Norway,22847
12444,Norway,22626
12444,Norway,22720
12444,Norway,22627
12444,Norway,22624
12444,Norway,POST
12444,Norway,23245
12444,Norway,23407
12444,Norway,22423
12444,Norway,22762
12444,Norway,82482
12445,Spain,POST
12445,Spain,23497
12445,Spain,85034B
12445,Spain,85034C
12446,RSA,23081
12446,RSA,23407
12446,RSA,20725
12446,RSA,21889
12446,RSA,21243
12446,RSA,20677
12446,RSA,22605
12446,RSA,23528
12446,RSA,M
12446,RSA,20718
12446,RSA,21340
12447,Belgium,22328
12447,Belgium,22556
12447,Belgium,22302
12447,Belgium,85099B
12447,Belgium,21238
12447,Belgium,22555
12447,Belgium,22326
12447,Belgium,22303
12447,Belgium,22659
12447,Belgium,21535
12447,Belgium,20676
12448,Spain,21212
12448,Spain,22585
12448,Spain,22471
12448,Spain,POST
12448,Spain,21090
12448,Spain,46000M
12448,Spain,21084
12448,Spain,22557
12448,Spain,48184
12448,Spain,22929
12448,Spain,21155
12449,Belgium,22326
12449,Belgium,22625
12449,Belgium,22328
12449,Belgium,POST
12449,Belgium,22727
12449,Belgium,22728
12449,Belgium,22193
12449,Belgium,22627
12449,Belgium,20979
12449,Belgium,21915
12449,Belgium,22413
12450,Spain,23209
12450,Spain,22937
12450,Spain,23156
12450,Spain,22922
12450,Spain,23159
12450,Spain,23167
12450,Spain,21868
12451,Switzerland,22551
12451,Switzerland,22908
12451,Switzerland,22629
12451,Switzerland,21731
12451,Switzerland,22431
12451,Switzerland,22554
12451,Switzerland,22613
12451,Switzerland,20724
12451,Switzerland,22432
12451,Switzerland,21498
12451,Switzerland,20719
12452,Switzerland,POST
12452,Switzerland,22781
12452,Switzerland,22554
12452,Switzerland,85178
12452,Switzerland,22551
12452,Switzerland,22941
12452,Switzerland,23256
12452,Switzerland,23254
12452,Switzerland,23508
12452,Switzerland,23368
12452,Switzerland,23084
12453,Austria,21577
12453,Austria,22138
12453,Austria,22279
12453,Austria,22051
12453,Austria,22320
12453,Austria,22630
12453,Austria,22467
12453,Austria,23297
12453,Austria,21155
12453,Austria,23263
12453,Austria,21499
12454,Spain,23064
12454,Spain,82482
12454,Spain,23072
12454,Spain,23056
12454,Spain,23055
12454,Spain,23071
12454,Spain,23245
12454,Spain,72802C
12454,Spain,72802B
12454,Spain,22423
12454,Spain,82483
12455,Cyprus,POST
12455,Cyprus,20677
12455,Cyprus,21200
12455,Cyprus,23209
12455,Cyprus,85131A
12455,Cyprus,22613
12455,Cyprus,21121
12455,Cyprus,21242
12455,Cyprus,21208
12455,Cyprus,84997C
12455,Cyprus,84510A
12456,Switzerland,21683
12456,Switzerland,22551
12456,Switzerland,POST
12456,Switzerland,23196
12456,Switzerland,21669
12456,Switzerland,84879
12456,Switzerland,23161
12456,Switzerland,22800
12456,Switzerland,23160
12456,Switzerland,21684
12456,Switzerland,22077
12457,Switzerland,POST
12457,Switzerland,15056N
12457,Switzerland,22636
12457,Switzerland,23199
12457,Switzerland,22556
12457,Switzerland,23236
12457,Switzerland,23008
12457,Switzerland,47594A
12457,Switzerland,22551
12457,Switzerland,22555
12457,Switzerland,22554
12458,Switzerland,20728
12458,Switzerland,22326
12458,Switzerland,POST
12458,Switzerland,22261
12458,Switzerland,22329
12458,Switzerland,47591D
12458,Switzerland,20681
12458,Switzerland,23076
12458,Switzerland,22630
12458,Switzerland,22139
12458,Switzerland,21829
12461,Switzerland,21650
12461,Switzerland,22446
12461,Switzerland,22494
12461,Switzerland,22725
12461,Switzerland,22758
12461,Switzerland,22402
12461,Switzerland,POST
12461,Switzerland,22448
12461,Switzerland,21136
12461,Switzerland,22398
12461,Switzerland,22450
12462,Spain,22063
12462,Spain,37449
12462,Spain,22057
12462,Spain,22423
12462,Spain,22890
12462,Spain,22784
12462,Spain,21730
12462,Spain,37450
12462,Spain,POST
12462,Spain,37447
12462,Spain,23247
12463,Belgium,POST
12463,Belgium,22326
12463,Belgium,21494
12463,Belgium,23281
12463,Belgium,22630
12463,Belgium,22629
12463,Belgium,22423
12463,Belgium,23660
12463,Belgium,22661
12463,Belgium,20914
12463,Belgium,21731
12464,Belgium,POST
12464,Belgium,22846
12464,Belgium,22847
12464,Belgium,22467
12464,Belgium,22624
12464,Belgium,22625
12465,Belgium,22329
12465,Belgium,22628
12465,Belgium,22321
12465,Belgium,22601
12465,Belgium,POST
12465,Belgium,21212
12465,Belgium,22555
12465,Belgium,84997B
12465,Belgium,84375
12465,Belgium,22180
12465,Belgium,22139
12468,Germany,22898
12468,Germany,POST
12468,Germany,22326
12468,Germany,22352
12468,Germany,22432
12468,Germany,22327
12468,Germany,21700
12468,Germany,22436
12468,Germany,21976
12468,Germany,23255
12468,Germany,20682
12471,Germany,POST
12471,Germany,22423
12471,Germany,22728
12471,Germany,21232
12471,Germany,23198
12471,Germany,23245
12471,Germany,22961
12471,Germany,23197
12471,Germany,22741
12471,Germany,22649
12471,Germany,22554
12472,Germany,22467
12472,Germany,22326
12472,Germany,22423
12472,Germany,POST
12472,Germany,22077
12472,Germany,22629
12472,Germany,21915
12472,Germany,22556
12472,Germany,21914
12472,Germany,22973
12472,Germany,22242
12473,Germany,M
12473,Germany,POST
12473,Germany,22907
12473,Germany,20981
12473,Germany,22328
12473,Germany,22704
12473,Germany,84879
12473,Germany,22741
12473,Germany,22554
12473,Germany,22584
12473,Germany,21673
12474,Germany,POST
12474,Germany,22326
12474,Germany,22328
12474,Germany,22551
12474,Germany,22554
12474,Germany,22556
12474,Germany,20719
12474,Germany,22467
12474,Germany,20724
12474,Germany,22636
12474,Germany,21915
12475,Germany,22556
12475,Germany,20712
12475,Germany,20766
12475,Germany,23506
12475,Germany,20973
12475,Germany,20750
12475,Germany,20719
12475,Germany,23389
12475,Germany,21429
12475,Germany,23126
12475,Germany,21452
12476,Germany,POST
12476,Germany,22847
12476,Germany,22467
12476,Germany,22423
12476,Germany,22555
12476,Germany,22077
12476,Germany,22556
12476,Germany,23245
12476,Germany,22849
12476,Germany,84879
12476,Germany,22636
12477,Germany,22212
12477,Germany,82486
12477,Germany,21155
12477,Germany,48185
12477,Germany,22354
12477,Germany,21668
12477,Germany,21672
12477,Germany,22244
12477,Germany,22722
12477,Germany,21706
12477,Germany,48188
12478,Greece,22966
12478,Greece,20725
12478,Greece,22619
12478,Greece,23389
12478,Greece,POST
12478,Greece,21479
12478,Greece,23108
12478,Greece,22138
12478,Greece,23084
12478,Greece,22584
12478,Greece,20685
12479,Germany,20979
12479,Germany,20978
12479,Germany,22720
12479,Germany,21212
12479,Germany,85049E
12479,Germany,21882
12479,Germany,20973
12479,Germany,21080
12479,Germany,21086
12479,Germany,21988
12479,Germany,21213
12480,Germany,21481
12480,Germany,POST
12480,Germany,22326
12480,Germany,22907
12480,Germany,22303
12480,Germany,22895
12480,Germany,21871
12480,Germany,85014B
12480,Germany,22111
12480,Germany,85049G
12480,Germany,22328
12481,Germany,POST
12481,Germany,22849
12481,Germany,22556
12481,Germany,22961
12481,Germany,22895
12481,Germany,22178
12481,Germany,22627
12481,Germany,23208
12481,Germany,22907
12481,Germany,21914
12481,Germany,21915
12483,Sweden,POST
12483,Sweden,22779
12483,Sweden,21731
12483,Sweden,23480
12483,Sweden,22467
12483,Sweden,22328
12483,Sweden,23084
12483,Sweden,22378
12483,Sweden,23254
12483,Sweden,22326
12483,Sweden,23298
12484,Spain,22197
12484,Spain,POST
12484,Spain,22384
12484,Spain,20970
12484,Spain,22693
12484,Spain,47590A
12484,Spain,47566B
12484,Spain,47590B
12484,Spain,22278
12484,Spain,23353
12484,Spain,20828
12488,France,23084
12488,France,20749
12488,France,22139
12488,France,21481
12488,France,22992
12488,France,22748
12488,France,21731
12488,France,20750
12488,France,22175
12488,France,23371
12488,France,20979
12489,France,21843
12489,France,22027
12489,France,22556
12489,France,20750
12489,France,22449
12489,France,84375
12489,France,POST
12489,France,22090
12489,France,22139
12489,France,21054
12489,France,22138
12490,France,POST
12490,France,22090
12490,France,20724
12490,France,85099B
12490,France,21731
12490,France,23203
12490,France,23084
12490,France,22386
12490,France,22895
12490,France,20725
12490,France,22898
12491,France,20973
12491,France,22661
12491,France,22899
12491,France,22326
12491,France,23367
12491,France,20724
12491,France,21249
12491,France,21055
12491,France,23292
12491,France,23389
12491,France,22325
12492,Germany,POST
12492,Germany,84931B
12492,Germany,21484
12492,Germany,22718
12492,Germany,22815
12492,Germany,20724
12492,Germany,22029
12492,Germany,22445
12492,Germany,21578
12492,Germany,22629
12492,Germany,22111
12493,France,23206
12493,France,22383
12493,France,22848
12493,France,22385
12493,France,21931
12493,France,15036
12493,France,23084
12493,France,22456
12493,France,23207
12493,France,C2
12493,France,23209
12494,France,POST
12494,France,21843
12494,France,22890
12494,France,20725
12494,France,22662
12494,France,85170D
12494,France,84997C
12494,France,22667
12494,France,21557
12494,France,22383
12494,France,23079
12497,Germany,22985
12497,Germany,22632
12497,Germany,21889
12497,Germany,21914
12497,Germany,POST
12497,Germany,21497
12497,Germany,21498
12497,Germany,21495
12497,Germany,22558
12497,Germany,21787
12497,Germany,21499
12498,Germany,22175
12498,Germany,POST
12498,Germany,22318
12498,Germany,21485
12498,Germany,22110
12498,Germany,22176
12498,Germany,22355
12498,Germany,21408
12498,Germany,22317
12498,Germany,22325
12498,Germany,22576
12500,Germany,POST
12500,Germany,22585
12500,Germany,23212
12500,Germany,23211
12500,Germany,23213
12500,Germany,22366
12500,Germany,23210
12500,Germany,23427
12500,Germany,23395
12500,Germany,23396
12500,Germany,22861
12501,Germany,22138
12501,Germany,22195
12501,Germany,21917
